0xc48eabf59da036cef74d182c87672dbb54e4b665,26.123397872530255
0x9d7a0c5c6fe4d62760b9c7692e9342eb687a690f,13.498822477530991
0x05656a4d5a72384e07be894a116781b70595f0b7,13.498822477530991
0x0003f5b950e37aafa5a06b9aac50436bfdadfd40,13.315141233678753
0xffeb1f3c31e0f2839b856b8726f1eb52d98ac0dc,10.736123748715663
0x6c18c8f2e163ef411272f46c1c31c5862f276a38,9.989988691177896
0xa760faf5e9debe7f2b3e685edacd676b804dfec6,7.902371325322605
0x8f08d1795e03f86176b1eb97dfbe34ebdb30a3b2,7.364590738288246
0x32b789ba285327175902455f260beb3c6357e1d6,7.033131630724326
0x9644D7689e85b8666d41772700eeB08CCfD44E1c,6.693859804500269
